# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1825       4.458996334302e-11       1.029009103363e-12      -3.208061938268e-13       0.000000000000e+00       4.836456645834e-16       5.519960079318e-17      -9.077489505029e-18 
 1826       4.439396526407e-11       1.036415739094e-12      -3.021414074675e-13       0.000000000000e+00       4.825096988435e-16       5.593557997971e-17      -9.252483235993e-18 
 1827       4.419752045464e-11       1.043944143095e-12      -2.842675784160e-13       0.000000000000e+00       4.813768768467e-16       5.666916025083e-17      -9.425154811305e-18 
 1828       4.400068781371e-11       1.051589940914e-12      -2.671937789287e-13       0.000000000000e+00       4.802471859459e-16       5.740011940200e-17      -9.595494389757e-18 
 1829       4.380352649928e-11       1.059348737746e-12      -2.509291121427e-13       0.000000000000e+00       4.791206133815e-16       5.812823429309e-17      -9.763492114764e-18 
 1830       4.360609592872e-11       1.067216118411e-12      -2.354827121132e-13       0.000000000000e+00       4.779971462812e-16       5.885328084711e-17      -9.929138114351e-18 
 1831       4.340845355119e-11       1.075187655869e-12      -2.208615371086e-13       0.000000000000e+00       4.768767725599e-16       5.957506604718e-17      -1.009242495489e-17 
 1832       4.321064814473e-11       1.083258936938e-12      -2.070637301341e-13       0.000000000000e+00       4.757594836254e-16       6.029352420955e-17      -1.025335502379e-17 
 1833       4.301272646628e-11       1.091425536728e-12      -1.940852054193e-13       0.000000000000e+00       4.746452716934e-16       6.100862147749e-17      -1.041193320580e-17 
 1834       4.281473547508e-11       1.099683010081e-12      -1.819218503041e-13       0.000000000000e+00       4.735341288902e-16       6.172032389283e-17      -1.056816443469e-17 
 1835       4.261672233286e-11       1.108026891544e-12      -1.705695251977e-13       0.000000000000e+00       4.724260472522e-16       6.242859739584e-17      -1.072205369335e-17 
 1836       4.241873440421e-11       1.116452695339e-12      -1.600240635380e-13       0.000000000000e+00       4.713210187260e-16       6.313340782509e-17      -1.087360601384e-17 
 1837       4.222081925677e-11       1.124955915334e-12      -1.502812717506e-13       0.000000000000e+00       4.702190351679e-16       6.383472091735e-17      -1.102282647750e-17 
 1838       4.202302466158e-11       1.133532025018e-12      -1.413369292080e-13       0.000000000000e+00       4.691200883441e-16       6.453250230747e-17      -1.116972021502e-17 
 1839       4.182539859326e-11       1.142176477471e-12      -1.331867881890e-13       0.000000000000e+00       4.680241699303e-16       6.522671752828e-17      -1.131429240653e-17 
 1840       4.162798923040e-11       1.150884705338e-12      -1.258265738374e-13       0.000000000000e+00       4.669312715117e-16       6.591733201045e-17      -1.145654828163e-17 
 1841       4.143084495572e-11       1.159652120796e-12      -1.192519841219e-13       0.000000000000e+00       4.658413845828e-16       6.660431108242e-17      -1.159649311954e-17 
 1842       4.123401435642e-11       1.168474115533e-12      -1.134586897945e-13       0.000000000000e+00       4.647545005473e-16       6.728761997021e-17      -1.173413224916e-17 
 1843       4.103754622444e-11       1.177346060714e-12      -1.084423343502e-13       0.000000000000e+00       4.636706107177e-16       6.796722379739e-17      -1.186947104909e-17 
 1844       4.084148955670e-11       1.186263306955e-12      -1.041985339859e-13       0.000000000000e+00       4.625897063156e-16       6.864308758490e-17      -1.200251494780e-17 
 1845       4.064589355542e-11       1.195221184298e-12      -1.007228775597e-13       0.000000000000e+00       4.615117784709e-16       6.931517625097e-17      -1.213326942366e-17 
 1846       4.045080762837e-11       1.204215002177e-12      -9.801092655021e-14       0.000000000000e+00       4.604368182224e-16       6.998345461100e-17      -1.226174000501e-17 
 1847       4.025628138913e-11       1.213240049396e-12      -9.605821501544e-14       0.000000000000e+00       4.593648165171e-16       7.064788737742e-17      -1.238793227028e-17 
 1848       4.006236465739e-11       1.222291594095e-12      -9.486024955215e-14       0.000000000000e+00       4.582957642103e-16       7.130843915961e-17      -1.251185184804e-17 
 1849       3.986910745923e-11       1.231364883727e-12      -9.441250925500e-14       0.000000000000e+00       4.572296520653e-16       7.196507446378e-17      -1.263350441707e-17 
 1850       3.967656002735e-11       1.240455145028e-12      -9.471044567572e-14       0.000000000000e+00       4.561664707532e-16       7.261775769281e-17      -1.275289570650e-17 
 1851       3.948477280139e-11       1.249557583989e-12      -9.574948278228e-14       0.000000000000e+00       4.551062108530e-16       7.326645314622e-17      -1.287003149580e-17 
 1852       3.929379642820e-11       1.258667385828e-12      -9.752501691809e-14       0.000000000000e+00       4.540488628515e-16       7.391112501997e-17      -1.298491761494e-17 
 1853       3.910368176206e-11       1.267779714961e-12      -1.000324167611e-13       0.000000000000e+00       4.529944171425e-16       7.455173740638e-17      -1.309755994442e-17 
 1854       3.891447986504e-11       1.276889714975e-12      -1.032670232832e-13       0.000000000000e+00       4.519428640275e-16       7.518825429403e-17      -1.320796441539e-17 
 1855       3.872624200721e-11       1.285992508601e-12      -1.072241497090e-13       0.000000000000e+00       4.508941937148e-16       7.582063956763e-17      -1.331613700967e-17 
 1856       3.853901966692e-11       1.295083197685e-12      -1.118990814755e-13       0.000000000000e+00       4.498483963201e-16       7.644885700789e-17      -1.342208375992e-17 
 1857       3.835286453110e-11       1.304156863157e-12      -1.172870761908e-13       0.000000000000e+00       4.488054618657e-16       7.707287029144e-17      -1.352581074961e-17 
 1858       3.816782849552e-11       1.313208565010e-12      -1.233833635936e-13       0.000000000000e+00       4.477653802804e-16       7.769264299069e-17      -1.362732411320e-17 
 1859       3.798396366507e-11       1.322233342263e-12      -1.301831455122e-13       0.000000000000e+00       4.467281414000e-16       7.830813857372e-17      -1.372663003617e-17 
 1860       3.780132235402e-11       1.331226212942e-12      -1.376815958237e-13       0.000000000000e+00       4.456937349662e-16       7.891932040416e-17      -1.382373475508e-17 
 1861       3.761995708631e-11       1.340182174044e-12      -1.458738604135e-13       0.000000000000e+00       4.446621506273e-16       7.952615174108e-17      -1.391864455772e-17 
 1862       3.743992059581e-11       1.349096201515e-12      -1.547550571338e-13       0.000000000000e+00       4.436333779375e-16       8.012859573888e-17      -1.401136578311e-17 
 1863       3.726126582660e-11       1.357963250218e-12      -1.643202757634e-13       0.000000000000e+00       4.426074063568e-16       8.072661544719e-17      -1.410190482164e-17 
 1864       3.708404593326e-11       1.366778253909e-12      -1.745645779667e-13       0.000000000000e+00       4.415842252513e-16       8.132017381071e-17      -1.419026811512e-17 
 1865       3.690831428111e-11       1.375536125202e-12      -1.854829972526e-13       0.000000000000e+00       4.405638238924e-16       8.190923366912e-17      -1.427646215687e-17 
 1866       3.673412444651e-11       1.384231755550e-12      -1.970705389342e-13       0.000000000000e+00       4.395461914572e-16       8.249375775699e-17      -1.436049349178e-17 
 1867       3.656153021714e-11       1.392860015210e-12      -2.093221800874e-13       0.000000000000e+00       4.385313170278e-16       8.307370870362e-17      -1.444236871645e-17 
 1868       3.639058559224e-11       1.401415753218e-12      -2.222328695105e-13       0.000000000000e+00       4.375191895918e-16       8.364904903297e-17      -1.452209447917e-17 
 1869       3.622134478291e-11       1.409893797359e-12      -2.357975276832e-13       0.000000000000e+00       4.365097980415e-16       8.421974116348e-17      -1.459967748011e-17 
 1870       3.605385601024e-11       1.418289382294e-12      -2.500099049560e-13       0.000000000000e+00       4.355031319400e-16       8.478574978084e-17      -1.467512615342e-17 
 1871       3.588814284600e-11       1.426599437649e-12      -2.648591464311e-13       0.000000000000e+00       4.344991838235e-16       8.534704897643e-17      -1.474845572815e-17 
 1872       3.572422272647e-11       1.434821309946e-12      -2.803332001169e-13       0.000000000000e+00       4.334979469167e-16       8.590361516449e-17      -1.481968320709e-17 
 1873       3.556211314136e-11       1.442952335361e-12      -2.964199561777e-13       0.000000000000e+00       4.324994143683e-16       8.645542471435e-17      -1.488882568847e-17 
 1874       3.540183163391e-11       1.450989839699e-12      -3.131072468538e-13       0.000000000000e+00       4.315035792510e-16       8.700245395036e-17      -1.495590036605e-17 
 1875       3.524339580094e-11       1.458931138393e-12      -3.303828463811e-13       0.000000000000e+00       4.305104345611e-16       8.754467915189e-17      -1.502092452928e-17 
 1876       3.508682329290e-11       1.466773536480e-12      -3.482344709118e-13       0.000000000000e+00       4.295199732188e-16       8.808207655332e-17      -1.508391556342e-17 
 1877       3.493213181393e-11       1.474514328594e-12      -3.666497784337e-13       0.000000000000e+00       4.285321880677e-16       8.861462234395e-17      -1.514489094967e-17 
 1878       3.477933912196e-11       1.482150798953e-12      -3.856163686907e-13       0.000000000000e+00       4.275470718752e-16       8.914229266800e-17      -1.520386826536e-17 
 1879       3.462846302870e-11       1.489680221339e-12      -4.051217831026e-13       0.000000000000e+00       4.265646173315e-16       8.966506362456e-17      -1.526086518403e-17 
 1880       3.447952139979e-11       1.497099859094e-12      -4.251535046853e-13       0.000000000000e+00       4.255848170504e-16       9.018291126759e-17      -1.531589947558e-17 
 1881       3.433253215477e-11       1.504406965098e-12      -4.456989579706e-13       0.000000000000e+00       4.246076635685e-16       9.069581160586e-17      -1.536898900643e-17 
 1882       3.418751326721e-11       1.511598781762e-12      -4.667455089263e-13       0.000000000000e+00       4.236331493456e-16       9.120374060289e-17      -1.542015173964e-17 
 1883       3.404448276474e-11       1.518672541012e-12      -4.882804648762e-13       0.000000000000e+00       4.226612667639e-16       9.170667417698e-17      -1.546940573505e-17 
 1884       3.390345872913e-11       1.525625464274e-12      -5.102910744202e-13       0.000000000000e+00       4.216920081287e-16       9.220458820113e-17      -1.551676914943e-17 
 1885       3.376445929631e-11       1.532454762464e-12      -5.327645273542e-13       0.000000000000e+00       4.207253656676e-16       9.269745850302e-17      -1.556226023659e-17 
 1886       3.362750265649e-11       1.539157635972e-12      -5.556879545904e-13       0.000000000000e+00       4.197613315307e-16       9.318526086497e-17      -1.560589734755e-17 
 1887       3.349260705419e-11       1.545731274652e-12      -5.790484280768e-13       0.000000000000e+00       4.187998977904e-16       9.366797102392e-17      -1.564769893066e-17 
 1888       3.335979078828e-11       1.552172857803e-12      -6.028329607176e-13       0.000000000000e+00       4.178410564413e-16       9.414556467138e-17      -1.568768353172e-17 
 1889       3.322907221209e-11       1.558479554162e-12      -6.270285062933e-13       0.000000000000e+00       4.168847993999e-16       9.461801745342e-17      -1.572586979416e-17 
 1890       3.310046973343e-11       1.564648521887e-12      -6.516219593803e-13       0.000000000000e+00       4.159311185047e-16       9.508530497060e-17      -1.576227645916e-17 
 1891       3.297400181467e-11       1.570676908542e-12      -6.766001552713e-13       0.000000000000e+00       4.149800055161e-16       9.554740277798e-17      -1.579692236575e-17 
 1892       3.284968697280e-11       1.576561851089e-12      -7.019498698952e-13       0.000000000000e+00       4.140314521161e-16       9.600428638504e-17      -1.582982645103e-17 
 1893       3.272754377950e-11       1.582300475871e-12      -7.276578197371e-13       0.000000000000e+00       4.130854499080e-16       9.645593125571e-17      -1.586100775021e-17 
